Rank,Host/device,Type,Operation,#Occurrences,Total time (us),Avg. time (us),Total self-time (us),Avg. self-time (us),Total self-time on Device (%),Cumulative total-self time on Device (%),Total self-time on Host (%),Cumulative total-self time on Host (%)
1,Host,IDLE,IDLE,0,68411041.598,0.0,68411041.598,0.0,0.0,0.0,0.8448780960706024,0.8448780960706024
2,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,468,3354674.826,7168.1086025641025,3354674.826,7168.1086025641025,0.0,0.0,0.04143031904969153,0.8863084151202939
3,Host,_FusedConv2D,sequential/conv2d/BiasAdd,468,2498028.171,5337.667032051282,2498028.171,5337.667032051282,0.0,0.0,0.030850711168047915,0.9171591262883418
4,Host,Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,468,1454915.925,3108.794711538462,1454915.925,3108.794711538462,0.0,0.0,0.017968248515788363,0.9351273748041302
5,Host,Conv2DBackpropInput,gradient_tape/sequential/conv2d_1/Conv2DBackpropInput,468,933220.764,1994.0614615384616,933220.764,1994.0614615384616,0.0,0.0,0.0115253000668378,0.946652674870968
6,Host,BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,468,902358.04,1928.1154700854702,902358.04,1928.1154700854702,0.0,0.0,0.01114414464391796,0.957796819514886
7,Host,GatherV2,GatherV2,472,860431.386,1822.9478516949155,860431.386,1822.9478516949155,0.0,0.0,0.010626349405332287,0.9684231689202183
8,Host,_FusedConv2D,sequential/conv2d_1/BiasAdd,468,509997.359,1089.7379465811966,509997.359,1089.7379465811966,0.0,0.0,0.006298480298033533,0.9747216492182518
9,Host,AvgPool,sequential/average_pooling2d/AvgPool,468,395843.919,845.8203397435898,395843.919,845.8203397435898,0.0,0.0,0.004888682423388553,0.9796103316416404
10,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,468,330461.919,706.1152115384615,330461.919,706.1152115384615,0.0,0.0,0.00408121306775601,0.9836915447093963
11,Host,Tanh,sequential/conv2d/Tanh,468,148711.659,317.75995512820515,148711.659,317.75995512820515,0.0,0.0,0.001836592754393815,0.9855281374637902
12,Host,MatMul,gradient_tape/sequential/dense/MatMul_1,468,117468.832,251.00177777777776,117468.832,251.00177777777776,0.0,0.0,0.0014507430497988343,0.9869788805135891
13,Host,MatMul,gradient_tape/sequential/dense/MatMul,468,113122.653,241.71507051282052,113122.653,241.71507051282052,0.0,0.0,0.0013970676290929263,0.988375948142682
14,Host,AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,468,92001.195,196.58375,92001.195,196.58375,0.0,0.0,0.0011362170879458246,0.9895121652306279
15,Host,BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,468,79195.694,169.22156837606838,79195.694,169.22156837606838,0.0,0.0,0.0009780688263291428,0.990490234056957
