Type,Operation,#Occurrences,Avg. self-time (us)
ArgMax,ArgMax,468,30.75885256410257
ArgMax,ArgMax_1,468,8.112570512820513
Assert,Assert,6,0.6775000000000001
AssignAddVariableOp,AssignAddVariableOp,468,4.601416666666667
AssignAddVariableOp,AssignAddVariableOp_1,468,1.9498376068376069
AssignAddVariableOp,AssignAddVariableOp_2,468,7.3256474358974355
AssignAddVariableOp,AssignAddVariableOp_3,468,1.993508547008547
AssignAddVariableOp,SGD/SGD/update_0/AssignAddVariableOp,468,4.69659829059829
AssignAddVariableOp,update_0/AssignAddVariableOp,468,7.4644658119658125
AssignVariableOp,AssignVariableOp,6,14.265
AvgPool,sequential/average_pooling2d/AvgPool,468,726.0804081196582
AvgPool,sequential/average_pooling2d_1/AvgPool,468,141.85341666666667
AvgPoolGrad,gradient_tape/sequential/average_pooling2d/AvgPool/AvgPoolGrad,468,654.2397756410257
AvgPoolGrad,gradient_tape/sequential/average_pooling2d_1/AvgPool/AvgPoolGrad,468,195.6457329059829
BiasAddGrad,gradient_tape/sequential/conv2d/BiasAdd/BiasAddGrad,468,1495.2053418803418
BiasAddGrad,gradient_tape/sequential/conv2d_1/BiasAdd/BiasAddGrad,468,90.56576709401709
BiasAddGrad,gradient_tape/sequential/dense/BiasAdd/BiasAddGrad,468,12.837623931623929
BiasAddGrad,gradient_tape/sequential/dense_1/BiasAdd/BiasAddGrad,468,16.095423076923076
BiasAddGrad,gradient_tape/sequential/dense_2/BiasAdd/BiasAddGrad,468,12.490771367521367
Cast,Cast_1,468,3.1785
Cast,Cast_2,468,3.0085341880341883
Cast,categorical_crossentropy/weighted_loss/num_elements/Cast,468,3.0543782051282053
CollectiveBcastSend,CollectiveBcastSend,12,1794.5356666666669
CollectiveReduce,div_no_nan/allreduce/CollectiveReduce,936,1249.346297008547
CollectiveReduce,div_no_nan/allreduce_1/CollectiveReduce,936,1262.1924797008548
CollectiveReduce,div_no_nan_1/allreduce/CollectiveReduce,936,1262.7365267094015
CollectiveReduce,div_no_nan_1/allreduce_1/CollectiveReduce,936,1293.8566933760685
CollectiveReduce,scoped_allocator_1_1_CollectiveReduce,936,2060.5725512820513
ConcatenateDataset,ConcatenateDataset,2,7.3675
Conv2DBackpropFilter,gradient_tape/sequential/conv2d/Conv2DBackpropFilter,468,5406.269459401709
Conv2DBackpropFilter,gradient_tape/sequential/conv2d_1/Conv2DBackpropFilter,468,2875.829608974359
Conv2DBackpropInput,gradient_tape/sequential/conv2d_1/Conv2DBackpropInput,468,1679.2542606837603
Dataset,Iterator::Model,470,8.043882978723406
Dataset,Iterator::Model::Shard,470,12.971802127659574
Dataset,Iterator::Model::Shard::Prefetch,939,16.152974440894567
Dataset,Iterator::Model::Shard::Prefetch::Rebatch,941,19.268453772582358
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map,471,9.854333333333333
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2,471,31.851309978768576
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip,475,9.068084210526315
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap,475,4.915477894736842
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch,2,1159.826
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map,3,2974.9103333333333
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat,3,104.24566666666668
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap::Prefetch::Map::FiniteRepeat::Range,5,3.4378
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate,470,4.255091489361703
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[0]::TensorSlice,469,10.986518123667375
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[0]::Concatenate[1]::FromTensor,2,2.281
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[1]::Concatenate,6,3.818333333333333
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[0]::FlatMap[1]::Concatenate[0]::TensorSlice,6,7.4755
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[1]::ForeverRepeat,475,40.96796842105263
Dataset,Iterator::Model::Shard::Prefetch::Rebatch::Map::ParallelMapV2::Zip[1]::ForeverRepeat::FromTensor,949,3.682302423603794
Dataset,Iterator::Prefetch,468,37.93377564102565
Dataset,Iterator::Prefetch::Generator,469,985.3310106609807
DivNoNan,categorical_crossentropy/weighted_loss/value,468,2.9175918803418797
DivNoNan,div_no_nan,468,4.150128205128205
DivNoNan,div_no_nan_1,468,4.724290598290597
DivNoNan,gradient_tape/categorical_crossentropy/weighted_loss/value/div_no_nan,468,3.8592713675213672
Equal,Equal,468,4.566863247863248
Equal,Equal_1,468,3.1517179487179483
Equal,Equal_2,468,2.72042094017094
Fill,Fill,3,19.875
FloorMod,mod,468,5.858393162393162
FloorMod,mod_1,468,5.360886752136752
FlushSummaryWriter,FlushSummaryWriter,1,643.606
GatherV2,GatherV2,475,1049.4044631578947
GatherV2,GatherV2_1,475,29.559298947368422
IDLE,IDLE,0,0.0
Identity,Identity,7,1.4864285714285714
